Sun Jun 20 01:46:48 2021    output.dat

         49206 function calls (48631 primitive calls) in 5.696 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\series.py:426(_constructor_expanddim)
        3    0.000    0.000    0.003    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:821(close)
        9    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:464(_get_axis_name)
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(prod)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\missing.py:465(_array_equivalent_object)
       13    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\concat.py:179(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:294(cache_from_source)
        3    0.000    0.000    0.002    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\frame.py:4011(_reindex_axes)
        3    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\concat.py:52(<listcomp>)
        3    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\format.py:1689(get_format_datetime64_from_values)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:3485(_clear_item_cache)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\managers.py:1699(<listcomp>)
       13    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\blocks.py:308(__len__)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\managers.py:814(copy_func)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:5534(_consolidate_inplace)
        3    0.000    0.000    0.007    0.002 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:10715(min)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:1407(<setcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexing.py:103(iloc)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\common.py:793(_maybe_memory_map)
        3    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:4946(get_indexer_for)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\reshape\merge.py:1418(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\arrays\datetimes.py:2298(_infer_tz_from_endpoints)
        3    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:1358(_open_handles)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\arrays\_mixins.py:278(_wrap_reduction_result)
        6    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:453(<dictcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\typing.py:771(__subclasscheck__)
       12    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\_config\config.py:537(_select_options)
       12    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\_config\config.py:608(_warn_if_deprecated)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:3409(_set_as_cached)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\blocks.py:752(copy)
       26    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\numpy\core\multiarray.py:143(concatenate)
        6    0.000    0.000    0.005    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\nanops.py:1367(_maybe_null_out)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:3786(_refine_defaults_read)
       12    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\numpy\core\_asarray.py:110(asanyarray)
        9    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:5296(_validate_indexer)
        3    0.000    0.000    0.002    0.001 {method 'max' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:956(_find_and_load_unlocked)
        3    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\common.py:104(__exit__)
        3    0.000    0.000    0.003    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:1089(__exit__)
        6    0.000    0.000    0.000    0.000 <string>:2(__init__)
       18    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\managers.py:1695(<genexpr>)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:64(<listcomp>)
        3    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(isclose)
       27    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\flags.py:51(allows_duplicate_labels)
       24    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\blocks.py:2161(_holder)
        2    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\typing.py:219(_remove_dups_flatten)
       24    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\common.py:195(<genexpr>)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\reshape\merge.py:2135(_any)
       12    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        6    0.000    0.000    0.000    0.000 <string>:1(__new__)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\format.py:587(_initialize_justify)
        2    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\nanops.py:442(nanany)
       12    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\extension.py:58(fget)
        9    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\managers.py:991(_consolidate_inplace)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
       11    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\cast.py:1642(construct_1d_ndarray_preserving_na)
       18    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\missing.py:64(clean_fill_method)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\reshape\merge.py:1254(_validate_specification)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:2021(_set)
        3    0.000    0.000    0.007    0.002 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:10720(max)
       36    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:1431(_should_parse_dates)
        9    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\csvs.py:84(float_format)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:10593(any)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:2136(<dictcomp>)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:68(_path_split)
       14    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\common.py:1304(<lambda>)
        7    0.000    0.000    0.000    0.000 {built-in method pandas._libs.writers.word_len}
       15    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\csvs.py:193(_need_to_save_header)
       12    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\common.py:248(maybe_make_list)
       15    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\compat\numpy\function.py:45(__call__)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\common.py:170(all_none)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\ops\common.py:70(get_op_result_name)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\managers.py:975(consolidate)
       12    0.000    0.000    0.000    0.000 {built-in method pandas._libs.tslibs.timezones.maybe_get_tz}
        9    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\arrays\datetimelike.py:235(asi8)
       20    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       18    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:1563(<genexpr>)
       12    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:381(<genexpr>)
        3    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:7416(isna)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\format.py:454(get_adjustment)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:62(_path_join)
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(min_scalar_type)
       12    0.000    0.000    0.000    0.000 {pandas._libs.lib.item_from_zerodim}
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\typing.py:172(_collect_type_vars)
        3    0.000    0.000    0.007    0.002 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:11181(max)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\csvs.py:109(_get_index_label_from_obj)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\range.py:395(_shallow_copy)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\managers.py:1566(from_blocks)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\common.py:221(index_labels_to_array)
        9    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\csvs.py:80(na_rep)
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(copyto)
        9    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\managers.py:227(is_single_block)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:477(_init_module_attrs)
        3    0.000    0.000    0.002    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\util\_decorators.py:310(wrapper)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:1249(_validate_parse_dates_arg)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:1539(_maybe_make_multi_index_columns)
       12    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\_config\config.py:596(_translate_key)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:3834(_set_is_copy)
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(delete)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:4472(identical)
       15    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\managers.py:253(items)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:650(_load_unlocked)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:3025(_convert_can_do_setop)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\codecs.py:186(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:3447(_maybe_update_cacher)
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(result_type)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\construction.py:278(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\codecs.py:309(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:2360(unique)
        3    0.000    0.000    0.007    0.002 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:11200(min)
       12    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\urllib\parse.py:456(<genexpr>)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\common.py:157(ensure_python_int)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:578(_compile_bytecode)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\format.py:695(truncate)
       18    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\blocks.py:233(internal_values)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\format.py:671(_is_in_terminal)
        3    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\series.py:4778(isna)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\csvs.py:118(_get_index_label_flat)
       19    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       15    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\arrays\datetimelike.py:810(freq)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\common.py:403(get_compression_method)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\csvs.py:182(nlevels)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:3461(_can_reindex)
       12    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\frame.py:482(_constructor)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:865(_check_file_or_buffer)
       21    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\sorting.py:201(is_int64_overflow_possible)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\concat.py:119(is_nonempty)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\common.py:198(is_fsspec_url)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:2134(<listcomp>)
        9    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\csvs.py:92(header)
        9    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       12    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\arrays\datetimes.py:61(tz_to_dtype)
       24    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:581(<lambda>)
        3    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:1736(<listcomp>)
        9    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\nanops.py:199(_maybe_get_mask)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:4353(<setcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:1676(<listcomp>)
        4    0.000    0.000    0.006    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\missing.py:638(<lambda>)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\managers.py:817(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:3432(_clean_na_values)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:10858(any)
        3    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexing.py:1479(_getitem_axis)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:3353(_isindex)
       15    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_bool}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:51(_unpack_uint32)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:80(_path_stat)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\base.py:429(size)
        6    0.000    0.000    0.000    0.000 {built-in method numpy.datetime_data}
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\managers.py:303(__len__)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\csvs.py:96(index)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:78(acquire)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:629(spec_from_file_location)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1302(_get_spec)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\api.py:161(union_indexes)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\format.py:627(_calc_max_cols_fitted)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:5920(ensure_has_len)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\format.py:537(is_truncated_horizontally)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\typing.py:187(_subs_tvars)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\typing.py:677(__getitem__)
       15    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\blocks.py:147(_maybe_coerce_values)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\format.py:569(_initialize_sparsify)
       12    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1426(_get_spec)
       11    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\managers.py:1847(<lambda>)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\format.py:638(_calc_max_rows_fitted)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:103(release)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:147(__enter__)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:777(exec_module)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\concat.py:130(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\format.py:402(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:549(module_from_spec)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\base.py:618(empty)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\format.py:593(_initialize_columns)
       12    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:1093(_is_index_col)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\csvs.py:100(_initialize_index_label)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\csvs.py:154(_initialize_chunksize)
       10    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\util\_validators.py:208(validate_bool_kwarg)
       12    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\common.py:181(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:4362(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\concat.py:139(<genexpr>)
        6    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        9    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\csvs.py:88(decimal)
        3    0.000    0.000    0.002    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\numpy\core\_methods.py:37(_amax)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:1749(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\reshape\merge.py:2139(_validate_operand)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
