Sun Jun 20 01:45:25 2021    output.dat

         325825230 function calls (325819525 primitive calls) in 378.583 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.008    0.003 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\arrays\datetimelike.py:386(_concat_same_type)
       11    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\xml\etree\ElementTree.py:1018(register_namespace)
        1    0.000    0.000    0.001    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\chart\axis.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\pivot\table.py:672(PivotField)
        1    0.000    0.000    0.001    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\worksheet\dimensions.py:3(<module>)
       24    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:3875(_extract_dialect)
       24    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\worksheet\dimensions.py:288(__init__)
       24    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:3476(_clean_index_names)
        9    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\csvs.py:128(has_mi_columns)
       14    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\urllib\parse.py:110(_coerce_args)
       23    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\typing.py:646(_is_dunder)
       27    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:1281(_get_names)
        7    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\common.py:108(is_url)
        4    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\workbook\views.py:41(__init__)
       24    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:1169(_validate_skipfooter_arg)
        2    0.000    0.000    0.005    0.002 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\styles\stylesheet.py:56(__init__)
       24    0.000    0.000    0.002    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\reader\workbook.py:39(rels)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\csvs.py:255(_save_header)
       79    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\blocks.py:147(_maybe_coerce_values)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\csvs.py:189(_has_aliases)
       16    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\concat.py:504(<genexpr>)
       58    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\styles\fills.py:59(<listcomp>)
       24    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\descriptors\nested.py:42(to_tree)
        1    0.000    0.000    0.002    0.002 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\styles\named_styles.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\drawing\colors.py:76(SystemColor)
        1    0.000    0.000    0.001    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\formatting\rule.py:3(<module>)
        4    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\workbook\properties.py:100(__init__)
        1    0.000    0.000    0.004    0.004 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\reader\drawings.py:1(<module>)
       31    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\typing.py:329(__hash__)
        1    0.000    0.000    0.005    0.005 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\workbook\_writer.py:3(<module>)
       48    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\common.py:174(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\worksheet\page.py:39(__init__)
        1    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
       24    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\workbook\workbook.py:310(chartsheets)
        1    0.000    0.000    0.002    0.002 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\drawing\connector.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\chart\bar_chart.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\chart\radar_chart.py:3(<module>)
        1    0.000    0.000    0.005    0.005 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\reader\workbook.py:3(<module>)
        1    0.000    0.000    0.020    0.020 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\styles\styleable.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\pivot\cache.py:975(CacheDefinition)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:6174(get_unanimous_names)
       12    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\descriptors\base.py:262(__set__)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:6187(<listcomp>)
        1    0.000    0.000    0.001    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\comments\comment_sheet.py:4(<module>)
       21    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\api.py:221(<genexpr>)
        1    0.000    0.000    0.013    0.013 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\descriptors\__init__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\drawing\text.py:325(ParagraphProperties)
        3    0.000    0.000    0.002    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\api.py:109(_get_combined_index)
      6/4    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\copy.py:66(copy)
        1    0.000    0.000    0.002    0.002 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\descriptors\base.py:4(<module>)
        1    0.000    0.000    0.001    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\chart\line_chart.py:2(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\chart\scatter_chart.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\chart\series.py:67(Series)
        1    0.000    0.000    0.001    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\styles\numbers.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\chart\plotarea.py:74(PlotArea)
       27    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:569(ndim)
       10    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\packaging\manifest.py:147(find)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:1284(_set_names)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\worksheet\page.py:13(PrintPageSetup)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\packaging\extended.py:37(ExtendedProperties)
       30    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\worksheet\table.py:196(Table)
       48    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\worksheet\_read_only.py:184(max_column)
        2    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\worksheet\protection.py:75(__init__)
       24    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:104(_path_isdir)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\formatting\rule.py:135(Rule)
        2    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\worksheet\properties.py:64(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\workbook\workbook.py:50(Workbook)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\drawing\text.py:625(RichTextProperties)
        3    0.000    0.000    0.006    0.002 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\range.py:731(<listcomp>)
        1    0.000    0.000    0.004    0.004 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\workbook\defined_name.py:3(<module>)
        3    0.000    0.000   13.744    4.581 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\csvs.py:250(_save)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\frozen.py:66(__getitem__)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\worksheet\datavalidation.py:74(DataValidation)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\codecs.py:1071(<dictcomp>)
        1    0.000    0.000    0.409    0.409 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\__init__.py:4(<module>)
        1    0.000    0.000    0.010    0.010 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\descriptors\sequence.py:3(<module>)
        4    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\excel\_openpyxl.py:490(close)
        1    0.000    0.000    0.001    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\worksheet\header_footer.py:5(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\chart\stock_chart.py:3(<module>)
       14    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\packaging\manifest.py:157(findall)
        1    0.000    0.000    0.001    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\styles\borders.py:3(<module>)
       24    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:2695(<setcomp>)
        3    0.000    0.000    0.010    0.003 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\reshape\concat.py:552(_get_concat_axis)
        1    0.000    0.000    0.001    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\styles\fonts.py:4(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\chart\pie_chart.py:128(ProjectedPieChart)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\descriptors\serialisable.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\styles\fonts.py:32(Font)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\drawing\picture.py:3(<module>)
        1    0.000    0.000    0.001    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\utils\datetime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\chart\bubble_chart.py:2(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\styles\named_styles.py:31(NamedStyle)
        1    0.000    0.000    0.001    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\drawing\properties.py:3(<module>)
        2    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\packaging\workbook.py:130(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\chart\pivot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\styles\fills.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\chartsheet\relation.py:19(DrawingHF)
        7    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\typing.py:768(__instancecheck__)
       51    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\typing.py:1149(cast)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:1313(set_names)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\packaging\workbook.py:93(WorkbookPackage)
        2    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\workbook\protection.py:55(__init__)
       24    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\concat.py:365(<setcomp>)
        8    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\concat.py:70(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\drawing\fill.py:249(Blip)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\workbook\protection.py:24(WorkbookProtection)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\packaging\core.py:47(DocumentProperties)
       28    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:826(copy)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\styles\alignment.py:16(Alignment)
        1    0.000    0.000    0.001    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\drawing\effect.py:3(<module>)
        1    0.000    0.000    0.164    0.164 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\mimetypes.py:345(init)
        2    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\workbook\properties.py:40(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\typing.py:219(_remove_dups_flatten)
        7    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\zipfile.py:1823(close)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\chart\axis.py:76(_BaseAxis)
       21    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\managers.py:227(is_single_block)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\reshape\concat.py:585(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\xlrd\compdoc.py:7(<module>)
       24    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\workbook\child.py:70(title)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\chart\trendline.py:3(<module>)
       24    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\missing.py:64(clean_fill_method)
       32    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\descriptors\serialisable.py:184(__ne__)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\chart\title.py:3(<module>)
       24    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:3070(_clear_buffer)
        6    0.000    0.000    0.419    0.070 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\importlib\__init__.py:109(import_module)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\drawing\line.py:3(<module>)
       38    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\descriptors\base.py:226(__set__)
        1    0.000    0.000    0.001    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\worksheet\protection.py:36(SheetProtection)
       24    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\compat\numpy\function.py:45(__call__)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\worksheet\datavalidation.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\chart\_chart.py:39(ChartBase)
        3    0.000    0.000    0.012    0.004 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\reshape\concat.py:537(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\drawing\colors.py:233(SchemeColor)
       48    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\worksheet\_read_only.py:174(max_row)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\csvs.py:193(_need_to_save_header)
       34    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\descriptors\nested.py:97(from_tree)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\workbook\views.py:72(CustomWorkbookView)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\workbook\defined_name.py:65(DefinedName)
        1    0.000    0.000    0.004    0.004 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\chart\text.py:2(<module>)
        1    0.000    0.000    0.001    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\chart\data_source.py:1(<module>)
        3    0.000    0.000    0.012    0.004 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\reshape\concat.py:535(_get_new_axes)
        1    0.000    0.000    0.001    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\formatting\formatting.py:3(<module>)
       24    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\excel\_util.py:126(maybe_convert_usecols)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\chart\bubble_chart.py:25(BubbleChart)
       24    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:2770(_handle_usecols)
        1    0.000    0.000    0.001    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\drawing\colors.py:3(<module>)
        4    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\zipfile.py:214(_EndRecData64)
        1    0.000    0.000    0.014    0.014 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\chart\_3d.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\chart\layout.py:18(ManualLayout)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\pivot\cache.py:717(SharedItems)
        7    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\typing.py:771(__subclasscheck__)
       12    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\_config\config.py:232(__call__)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\api.py:91(<listcomp>)
       50    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\_collections_abc.py:268(__iter__)
        1    0.000    0.000    0.002    0.002 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\worksheet\filters.py:4(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\chart\legend.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\drawing\line.py:83(LineProperties)
       10    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\styles\borders.py:105(__iter__)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\descriptors\nested.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\chart\error_bar.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\chart\label.py:21(_DataLabelBase)
       24    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:1199(_validate_usecols_arg)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\chart\chartspace.py:136(ChartSpace)
       63    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\sre_compile.py:453(_get_iscased)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\descriptors\excel.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\styles\differential.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\chart\radar_chart.py:22(RadarChart)
        8    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\concat.py:501(_is_uniform_reindex)
        2    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\styles\named_styles.py:263(names)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\chart\error_bar.py:23(ErrorBars)
